"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Nearest Town","Public Latitude","Public Longitude","Collection Methodology","Point Count Station","Subpoint","Elevation (metres)","Slope (degrees)","Aspect (degrees)"
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,3,P,       675,5,25,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,4,P,       675,10,202,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,5,P,       675,10,348,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,6,P,       675,8,95,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,7,P,       675,6,318,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,8,P,       675,4,30,
Rotation 1,1092,2011,23-May-11,MKN/TTO,DNC,53.237061,-111.039818,1,9,P,       675,2,315,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,1,P,       649,4,350,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,2,P,       649,0,VNA,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,3,P,       649,8,240,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,4,P,       649,12,225,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,5,P,       649,8,90,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,6,P,       649,4,VNA,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,7,P,       649,2,335,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,8,P,       649,30,90,
Rotation 1,1093,2011,25-May-11,MKN/TTO,DNC,53.20842,-110.676216,1,9,P,       649,4,320,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,1,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,2,P,       664,2,90,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,3,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,4,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,5,P,       664,4,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,6,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,7,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,8,P,       664,0,VNA,
Rotation 1,1094,2011,26-May-11,MKN/TTO,DNC,53.154987,-110.481522,1,9,P,       664,1,140,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,1,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,2,P,      1258,4,90,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,3,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,4,P,      1258,2,164,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,5,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,6,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,7,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,8,P,      1258,0,VNA,
Rotation 1,1104,2011,01-Jun-11,CDA/SCA,DNC,53.69891,-117.313225,1,9,P,      1258,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,1,P,      1046,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,2,P,      1046,4,259,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,3,P,      1046,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,4,P,      1046,10,269,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,5,P,      1046,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,6,P,      1046,9,260,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,7,P,      1046,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,8,P,      1046,0,VNA,
Rotation 1,1105,2011,12-Jun-11,JYI,DNC,53.660904,-117.074203,1,9,P,      1046,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,1,P,      1023,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,2,P,      1023,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,3,P,      1023,8,136,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,4,P,      1023,10,216,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,5,P,      1023,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,6,P,      1023,12,193,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,7,P,      1023,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,8,P,      1023,0,VNA,
Rotation 1,1106,2011,28-May-11,SCA,DNC,53.671753,-116.723145,1,9,P,      1023,0,VNA,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,1,P,       668,2,310,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,2,P,       668,6,180,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,3,P,       668,4,310,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,4,P,       668,0,VNA,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,5,P,       668,0,VNA,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,6,P,       668,5,90,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,7,P,       668,5,0,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,8,P,       668,3,85,
Rotation 1,1125,2011,27-May-11,MKN/TTO,DNC,53.075481,-111.074829,1,9,P,       668,4,335,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,1,P,       644,24,150,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,2,P,       644,18,350,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,3,P,       644,10,226,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,4,P,       644,4,140,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,5,P,       644,1,338,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,6,P,       644,10,220,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,7,P,       644,18,225,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,8,P,       644,6,280,
Rotation 1,1126,2011,28-May-11,MKN/TTO,DNC,53.057522,-110.746841,1,9,P,       644,0,VNA,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,1,P,       669,0,VNA,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,2,P,       669,3,95,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,3,P,       669,11,315,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,4,P,       669,12,0,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,5,P,       669,0,VNA,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,6,P,       669,6,0,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,7,P,       669,6,110,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,8,P,       669,7,80,
Rotation 1,1127,2011,29-May-11,MKN/TTO,DNC,52.982647,-110.506638,1,9,P,       669,2,90,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,1,P,      1049,32,106,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,2,P,      1049,19,200,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,3,P,      1049,12,44,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,4,P,      1049,0,VNA,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,5,P,      1049,0,VNA,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,6,P,      1049,12,138,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,7,P,      1049,9,329,
Rotation 1,1136,2011,24-May-11,SCA,DNC,53.555168,-117.357323,1,8,P,      1049,0,VNA,
Rotation 1,1136,2011,25-May-11,SCA,DNC,53.555168,-117.357323,1,9,P,      1049,0,VNA,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,1,P,      1087,0,VNA,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,2,P,      1087,0,VNA,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,3,P,      1087,4,19,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,4,P,      1087,2,19,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,5,P,      1087,1,224,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,6,P,      1087,0,VNA,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,7,P,      1087,2,72,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,8,P,      1087,0,VNA,
Rotation 1,1137,2011,27-May-11,LLE,DNC,53.514519,-117.017067,1,9,P,      1087,1,16,
Rotation 1,1138,2011,25-May-11,SCA,DNC,53.483967,-116.830391,1,1,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,2,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,3,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,4,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,5,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,6,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,7,P,      1027,0,VNA,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,8,P,      1027,2,0,
Rotation 1,1138,2011,09-Jun-11,CDA/SCA,DNC,53.483967,-116.830391,1,9,P,      1027,3,0,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,1,P,       699,0,VNA,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,2,P,       699,5,335,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,3,P,       699,0,VNA,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,4,P,       699,4,340,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,5,P,       699,2,325,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,6,P,       699,4,325,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,7,P,       699,8,115,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,8,P,       699,2,255,
Rotation 1,1157,2011,30-May-11,MKN/TTO,DNC,52.911358,-111.092903,1,9,P,       699,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,1,P,       695,6,300,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,2,P,       695,5,95,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,3,P,       695,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,4,P,       695,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,5,P,       695,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,6,P,       695,4,270,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,7,P,       695,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,8,P,       695,0,VNA,
Rotation 1,1158,2011,31-May-11,MKN/TTO,DNC,52.857689,-110.823265,1,9,P,       695,5,40,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,1,P,       639,0,VNA,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,2,P,       639,0,VNA,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,3,P,       639,0,VNA,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,4,P,       639,8,355,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,5,P,       639,6,150,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,6,P,       639,4,10,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,7,P,       639,6,35,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,8,P,       639,0,VNA,
Rotation 1,1159,2011,01-Jun-11,MKN/TTO,DNC,52.850491,-110.611206,1,9,P,       639,5,220,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,1,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,2,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,3,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,4,P,       739,4,200,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,5,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,6,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,7,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,8,P,       739,0,VNA,
Rotation 1,1184,2011,08-Jun-11,MKN/TTO,DNC,52.959965,-112.997902,1,9,P,       739,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,1,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,2,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,3,P,       705,1,0,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,4,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,5,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,6,P,       705,1,90,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,7,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,8,P,       705,0,VNA,
Rotation 1,1185,2011,09-Jun-11,MKN/TTO,DNC,52.893475,-112.683708,1,9,P,       705,0,VNA,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,1,P,       709,2,236,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,2,P,       709,0,VNA,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,3,P,       709,1,270,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,4,P,       709,0,VNA,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,5,P,       709,2,202,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,6,P,       709,2,292,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,7,P,       709,0,VNA,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,8,P,       709,2,270,
Rotation 1,1186,2011,10-Jun-11,MKN/TTO,DNC,52.850006,-112.413055,1,9,P,       709,2,270,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,1,P,       774,4,114,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,2,P,       774,10,114,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,3,P,       774,2,280,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,4,P,       774,0,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,5,P,       774,6,160,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,6,P,       774,2,180,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,7,P,       774,0,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,8,P,       774,0,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN/TTO,DNC,52.746243,-113.018776,1,9,P,       774,4,270,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,1,P,       801,3,130,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,2,P,       801,0,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,3,P,       801,0,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,4,P,       801,0,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,5,P,       801,0,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,6,P,       801,2,180,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,7,P,       801,5,320,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,8,P,       801,5,175,
Rotation 1,1217,2011,12-Jun-11,MKN/TTO,DNC,52.726601,-112.709099,1,9,P,       801,0,VNA,
Rotation 1,1218,2011,12-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,1,P,       721,40,90,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,2,P,       721,50,110,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,3,P,       721,30,265,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,4,P,       721,0,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,5,P,       721,0,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,6,P,       721,32,270,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,7,P,       721,0,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,8,P,       721,0,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN/TTO,DNC,52.677601,-112.46682,1,9,P,       721,0,VNA,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,1,P,      1906,29,210,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,2,P,      1906,6,153,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,3,P,      1906,3,123,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,4,P,      1906,23,181,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,5,P,      1906,39,151,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,6,P,      1906,39,160,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,7,P,      1906,22,206,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,8,P,      1906,41,198,
Rotation 1,1231,2011,10-Jun-11,CMC,DNC,52.991432,-117.452957,1,9,P,      1906,19,154,
Rotation 1,1232,2011,12-Jun-11,MMA,DNC,52.969749,-117.215393,1,1,P,      1817,13,23,
Rotation 1,1232,2011,12-Jun-11,SFI,DNC,52.969749,-117.215393,1,2,P,      1817,42,35,
Rotation 1,1232,2011,12-Jun-11,SFI,DNC,52.969749,-117.215393,1,3,P,      1817,44,42,
Rotation 1,1232,2011,12-Jun-11,SFI,DNC,52.969749,-117.215393,1,4,P,      1817,10,44,
Rotation 1,1232,2011,12-Jun-11,MMA,DNC,52.969749,-117.215393,1,5,P,      1817,13,23,
Rotation 1,1232,2011,12-Jun-11,MMA,DNC,52.969749,-117.215393,1,6,P,      1817,36,12,
Rotation 1,1232,2011,12-Jun-11,MMA,DNC,52.969749,-117.215393,1,7,P,      1817,15,22,
Rotation 1,1232,2011,12-Jun-11,MMA,DNC,52.969749,-117.215393,1,8,P,      1817,0,VNA,
Rotation 1,1232,2011,12-Jun-11,LLE,DNC,52.969749,-117.215393,1,9,P,      1817,46,345,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,1,P,      1639,16,24,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,2,P,      1639,5,132,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,3,P,      1639,22,3,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,4,P,      1639,1,52,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,5,P,      1639,10,199,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,6,P,      1639,1,28,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,7,P,      1639,4,42,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,8,P,      1639,22,304,
Rotation 1,1233,2011,09-Jun-11,LLE,DNC,52.951374,-116.918106,1,9,P,      1639,13,277,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,1,P,       940,3,5,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,2,P,       940,2,297,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,3,P,       940,4,25,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,4,P,       940,7,296,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,5,P,       940,0,VNA,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,6,P,       940,0,VNA,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,7,P,       940,0,VNA,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,8,P,       940,0,VNA,
Rotation 1,1238,2011,13-Jun-11,ACH,DNC,52.814526,-115.467941,1,9,P,       940,9,76,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,1,P,       815,5,190,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,2,P,       815,2,180,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,3,P,       815,0,VNA,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,4,P,       815,10,330,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,5,P,       815,0,VNA,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,6,P,       815,7,65,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,7,P,       815,6,200,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,8,P,       815,2,300,
Rotation 1,1246,2011,14-Jun-11,MKN/TTO,DNC,52.577667,-113.085838,1,9,P,       815,0,VNA,
Rotation 1,1247,2011,14-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,1,P,       794,6,348,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,2,P,       794,3,178,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,3,P,       794,1,290,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,4,P,       794,1,294,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,5,P,       794,0,VNA,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,6,P,       794,3,84,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,7,P,       794,1,258,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,8,P,       794,2,54,
Rotation 1,1247,2011,15-Jun-11,MKN/TTO,DNC,52.514893,-112.811302,1,9,P,       794,1,160,
Rotation 1,1248,2011,16-Jun-11,MKN/TTO,DNC,52.534279,-112.548889,1,1,P,       757,2,345,
Rotation 1,1248,2011,16-Jun-11,MKN/TTO,DNC,52.534279,-112.548889,1,2,P,       757,2,64,
