"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Sub-ordinal transect","Canopy Cover Location","Canopy Closure (Open dots)"
Prototype,724,2006,21-Jul-06,GB2/PC,SW,2,8,
Prototype,747,2006,22-Jul-06,LN/LP,NE,1,14,
Prototype,747,2006,22-Jul-06,LN/LP,NE,2,10,
Prototype,747,2006,22-Jul-06,LN/LP,NW,1,82,
Prototype,747,2006,22-Jul-06,LN/LP,NW,2,2,
Prototype,747,2006,22-Jul-06,LN/LP,SE,1,96,
Prototype,747,2006,22-Jul-06,LN/LP,SE,2,96,
Prototype,747,2006,22-Jul-06,LN/LP,SW,1,96,
Prototype,747,2006,22-Jul-06,LN/LP,SW,2,96,
Prototype,753,2006,23-Jul-06,LN/LP,NE,1,85,
Prototype,753,2006,23-Jul-06,LN/LP,NE,2,16,
Prototype,753,2006,23-Jul-06,LN/LP,NW,1,14,
Prototype,753,2006,23-Jul-06,LN/LP,NW,2,22,
Prototype,753,2006,23-Jul-06,LN/LP,SE,1,28,
Prototype,753,2006,23-Jul-06,LN/LP,SE,2,24,
Prototype,753,2006,23-Jul-06,LN/LP,SW,1,12,
Prototype,753,2006,23-Jul-06,LN/LP,SW,2,21,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,NE,1,94,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,NE,2,80,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,NW,1,93,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,NW,2,96,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,SE,1,11,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,SE,2,9,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,SW,1,94,
Prototype,761,2006,28-Jun-06,CS/GB2/PC,SW,2,96,
Prototype,785,2006,24-Jul-06,LN/LP,NE,1,96,
Prototype,785,2006,24-Jul-06,LN/LP,NE,2,96,
Prototype,785,2006,24-Jul-06,LN/LP,NW,1,81,
Prototype,785,2006,24-Jul-06,LN/LP,NW,2,96,
Prototype,785,2006,24-Jul-06,LN/LP,SE,1,94,
Prototype,785,2006,24-Jul-06,LN/LP,SE,2,96,
Prototype,785,2006,24-Jul-06,LN/LP,SW,1,8,
Prototype,785,2006,24-Jul-06,LN/LP,SW,2,53,
Prototype,792,2006,28-Jun-06,LN/LP,NE,1,48,
Prototype,792,2006,28-Jun-06,LN/LP,NE,2,19,
Prototype,792,2006,28-Jun-06,LN/LP,NW,1,20,
Prototype,792,2006,28-Jun-06,LN/LP,NW,2,11,
Prototype,792,2006,28-Jun-06,LN/LP,SE,1,33,
Prototype,792,2006,28-Jun-06,LN/LP,SE,2,49,
Prototype,792,2006,28-Jun-06,LN/LP,SW,1,85,
Prototype,792,2006,28-Jun-06,LN/LP,SW,2,76,
Prototype,825,2006,28-Jun-06,CS2/MM,NE,1,43,
Prototype,825,2006,28-Jun-06,CS2/MM,NE,2,19,
Prototype,825,2006,28-Jun-06,CS2/MM,NW,1,9,
Prototype,825,2006,28-Jun-06,CS2/MM,NW,2,31,
Prototype,825,2006,28-Jun-06,CS2/MM,SE,1,45,
Prototype,825,2006,28-Jun-06,CS2/MM,SE,2,37,
Prototype,825,2006,28-Jun-06,CS2/MM,SW,1,21,
Prototype,825,2006,28-Jun-06,CS2/MM,SW,2,25,
Prototype,842,2006,21-Jul-06,LN/LP,NE,1,96,
Prototype,842,2006,21-Jul-06,LN/LP,NE,2,96,
Prototype,842,2006,21-Jul-06,LN/LP,NW,1,66,
Prototype,842,2006,21-Jul-06,LN/LP,NW,2,96,
Prototype,842,2006,21-Jul-06,LN/LP,SE,1,6,
Prototype,842,2006,21-Jul-06,LN/LP,SE,2,19,
Prototype,842,2006,21-Jul-06,LN/LP,SW,1,22,
Prototype,842,2006,21-Jul-06,LN/LP,SW,2,25,
Prototype,870,2006,07-Jul-06,LN/LP,NE,1,13,
Prototype,870,2006,07-Jul-06,LN/LP,NE,2,3,
Prototype,870,2006,07-Jul-06,LN/LP,NW,1,8,
Prototype,870,2006,07-Jul-06,LN/LP,NW,2,2,
Prototype,870,2006,07-Jul-06,LN/LP,SE,1,18,
Prototype,870,2006,07-Jul-06,LN/LP,SE,2,22,
Prototype,870,2006,07-Jul-06,LN/LP,SW,1,43,
Prototype,870,2006,07-Jul-06,LN/LP,SW,2,28,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,NE,1,2,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,NE,2,80,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,NW,1,96,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,NW,2,96,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,SE,1,96,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,SE,2,96,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,SW,1,96,
Prototype,889,2006,29-Jun-06,CS2/LN/LP/MM,SW,2,96,
Prototype,904,2006,06-Jul-06,LN/LP,NE,1,62,
Prototype,904,2006,06-Jul-06,LN/LP,NE,2,93,
Prototype,904,2006,06-Jul-06,LN/LP,NW,1,72,
Prototype,904,2006,06-Jul-06,LN/LP,NW,2,91,
Prototype,904,2006,06-Jul-06,LN/LP,SE,1,96,
Prototype,904,2006,06-Jul-06,LN/LP,SE,2,96,
Prototype,904,2006,06-Jul-06,LN/LP,SW,1,40,
Prototype,904,2006,06-Jul-06,LN/LP,SW,2,96,
Prototype,905,2006,05-Jul-06,LN/LP,NE,1,14,
Prototype,905,2006,05-Jul-06,LN/LP,NE,2,80,
Prototype,905,2006,05-Jul-06,LN/LP,NW,1,55,
Prototype,905,2006,05-Jul-06,LN/LP,NW,2,48,
Prototype,905,2006,05-Jul-06,LN/LP,SE,1,51,
Prototype,905,2006,05-Jul-06,LN/LP,SE,2,94,
Prototype,905,2006,05-Jul-06,LN/LP,SW,1,61,
Prototype,905,2006,05-Jul-06,LN/LP,SW,2,78,
Prototype,939,2006,10-Jul-06,LN/LP,NE,1,0,
Prototype,939,2006,10-Jul-06,LN/LP,NE,2,15,
Prototype,939,2006,10-Jul-06,LN/LP,NW,1,18,
Prototype,939,2006,10-Jul-06,LN/LP,NW,2,17,
Prototype,939,2006,10-Jul-06,LN/LP,SE,1,96,
Prototype,939,2006,10-Jul-06,LN/LP,SE,2,96,
Prototype,939,2006,10-Jul-06,LN/LP,SW,1,96,
Prototype,939,2006,10-Jul-06,LN/LP,SW,2,2,
Prototype,940,2006,09-Jul-06,LN/LP,NE,1,34,
Prototype,940,2006,09-Jul-06,LN/LP,NE,2,47,
Prototype,940,2006,09-Jul-06,LN/LP,NW,1,82,
Prototype,940,2006,09-Jul-06,LN/LP,NW,2,14,
Prototype,940,2006,09-Jul-06,LN/LP,SE,1,4,
Prototype,940,2006,09-Jul-06,LN/LP,SE,2,23,
Prototype,940,2006,09-Jul-06,LN/LP,SW,1,9,
Prototype,940,2006,09-Jul-06,LN/LP,SW,2,17,
Prototype,972,2006,11-Jul-06,LN/LP,NE,1,17,
Prototype,972,2006,11-Jul-06,LN/LP,NE,2,23,
Prototype,972,2006,11-Jul-06,LN/LP,NW,1,13,
Prototype,972,2006,11-Jul-06,LN/LP,NW,2,12,
Prototype,972,2006,11-Jul-06,LN/LP,SE,1,4,
Prototype,972,2006,11-Jul-06,LN/LP,SE,2,2,
Prototype,972,2006,11-Jul-06,LN/LP,SW,1,24,
Prototype,972,2006,11-Jul-06,LN/LP,SW,2,29,
Rotation 1,216,2007,22-Jul-07,RCA,NE,1,12,
Rotation 1,216,2007,22-Jul-07,RCA,NE,2,47,
Rotation 1,216,2007,22-Jul-07,RCA,NW,1,14,
Rotation 1,216,2007,22-Jul-07,RCA,NW,2,10,
Rotation 1,216,2007,22-Jul-07,RCA,SE,1,6,
Rotation 1,216,2007,22-Jul-07,RCA,SE,2,7,
Rotation 1,216,2007,22-Jul-07,RCA,SW,1,35,
Rotation 1,216,2007,22-Jul-07,RCA,SW,2,21,
Rotation 1,217,2007,18-Jul-07,RCA,NE,1,91,
Rotation 1,217,2007,18-Jul-07,RCA,NE,2,15,
Rotation 1,217,2007,18-Jul-07,RCA,NW,1,DNC,
Rotation 1,217,2007,18-Jul-07,RCA,NW,2,DNC,
Rotation 1,217,2007,18-Jul-07,RCA,SE,1,27,
Rotation 1,217,2007,18-Jul-07,RCA,SE,2,31,
Rotation 1,217,2007,18-Jul-07,RCA,SW,1,15,
Rotation 1,217,2007,18-Jul-07,RCA,SW,2,6,
Rotation 1,218,2007,20-Jul-07,RCA,NE,1,14,
Rotation 1,218,2007,20-Jul-07,RCA,NE,2,87,
Rotation 1,218,2007,20-Jul-07,RCA,NW,1,10,
Rotation 1,218,2007,20-Jul-07,RCA,NW,2,4,
Rotation 1,218,2007,20-Jul-07,RCA,SE,1,15,
Rotation 1,218,2007,20-Jul-07,RCA,SE,2,13,
Rotation 1,218,2007,20-Jul-07,RCA,SW,1,6,
Rotation 1,218,2007,20-Jul-07,RCA,SW,2,5,
Rotation 1,246,2007,14-Jun-07,STU,NE,1,96,
Rotation 1,246,2007,14-Jun-07,STU,NE,2,96,
Rotation 1,246,2007,14-Jun-07,STU,NW,1,96,
Rotation 1,246,2007,14-Jun-07,STU,NW,2,96,
Rotation 1,246,2007,14-Jun-07,STU,SE,1,96,
Rotation 1,246,2007,14-Jun-07,STU,SE,2,96,
Rotation 1,246,2007,14-Jun-07,STU,SW,1,96,
Rotation 1,246,2007,14-Jun-07,STU,SW,2,96,
Rotation 1,247,2007,21-Jul-07,RCA,NE,1,11,
Rotation 1,247,2007,21-Jul-07,RCA,NE,2,9,
Rotation 1,247,2007,21-Jul-07,RCA,NW,1,4,
Rotation 1,247,2007,21-Jul-07,RCA,NW,2,10,
Rotation 1,247,2007,21-Jul-07,RCA,SE,1,8,
Rotation 1,247,2007,21-Jul-07,RCA,SE,2,DNC,
Rotation 1,247,2007,21-Jul-07,RCA,SW,1,15,
Rotation 1,247,2007,21-Jul-07,RCA,SW,2,3,
Rotation 1,248,2007,20-Jul-07,RCA,NE,1,94,
Rotation 1,248,2007,20-Jul-07,RCA,NE,2,96,
Rotation 1,248,2007,20-Jul-07,RCA,NW,1,96,
Rotation 1,248,2007,20-Jul-07,RCA,NW,2,96,
Rotation 1,248,2007,20-Jul-07,RCA,SE,1,95,
Rotation 1,248,2007,20-Jul-07,RCA,SE,2,81,
Rotation 1,248,2007,20-Jul-07,RCA,SW,1,96,
Rotation 1,248,2007,20-Jul-07,RCA,SW,2,90,
Rotation 1,276,2007,17-Jul-07,RCA,NE,1,15,
Rotation 1,276,2007,17-Jul-07,RCA,NE,2,8,
Rotation 1,276,2007,17-Jul-07,RCA,NW,1,10,
Rotation 1,276,2007,17-Jul-07,RCA,NW,2,7,
Rotation 1,276,2007,17-Jul-07,RCA,SE,1,5,
Rotation 1,276,2007,17-Jul-07,RCA,SE,2,4,
Rotation 1,276,2007,17-Jul-07,RCA,SW,1,9,
Rotation 1,276,2007,17-Jul-07,RCA,SW,2,8,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,NE,1,90,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,NE,2,85,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,NW,1,96,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,NW,2,93,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,SE,1,20,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,SE,2,45,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,SW,1,85,
Rotation 1,277,2007,17-Jul-07,LOL/RCA,SW,2,80,
Rotation 1,278,2007,19-Jul-07,RCA,NE,1,15,
Rotation 1,278,2007,19-Jul-07,RCA,NE,2,21,
Rotation 1,278,2007,19-Jul-07,RCA,NW,1,9,
Rotation 1,278,2007,19-Jul-07,RCA,NW,2,8,
Rotation 1,278,2007,19-Jul-07,RCA,SE,1,34,
Rotation 1,278,2007,19-Jul-07,RCA,SE,2,20,
Rotation 1,278,2007,19-Jul-07,RCA,SW,1,50,
Rotation 1,278,2007,19-Jul-07,RCA,SW,2,39,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,NE,1,19,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,NE,2,13,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,NW,1,32,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,NW,2,13,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,SE,1,28,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,SE,2,24,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,SW,1,11,
Rotation 1,329,2007,21-Jul-07,GB2/TLU,SW,2,20,
Rotation 1,330,2007,19-Jul-07,GB2,NE,1,28,
Rotation 1,330,2007,19-Jul-07,GB2,NE,2,37,
Rotation 1,330,2007,19-Jul-07,GB2,NW,1,56,
Rotation 1,330,2007,19-Jul-07,GB2,NW,2,67,
Rotation 1,330,2007,19-Jul-07,GB2,SE,1,48,
Rotation 1,330,2007,19-Jul-07,GB2,SE,2,43,
Rotation 1,330,2007,19-Jul-07,GB2,SW,1,49,
Rotation 1,330,2007,19-Jul-07,GB2,SW,2,36,
Rotation 1,331,2007,20-Jul-07,GB2,NE,1,91,
Rotation 1,331,2007,20-Jul-07,GB2,NE,2,18,
Rotation 1,331,2007,20-Jul-07,GB2,NW,1,85,
Rotation 1,331,2007,20-Jul-07,GB2,NW,2,91,
Rotation 1,331,2007,20-Jul-07,GB2,SE,1,49,
Rotation 1,331,2007,20-Jul-07,GB2,SE,2,48,
Rotation 1,331,2007,20-Jul-07,GB2,SW,1,71,
Rotation 1,331,2007,20-Jul-07,GB2,SW,2,25,
Rotation 1,358,2007,19-Jul-07,GB2,NE,1,44,
Rotation 1,358,2007,19-Jul-07,GB2,NE,2,51,
Rotation 1,358,2007,19-Jul-07,GB2,NW,1,44,
Rotation 1,358,2007,19-Jul-07,GB2,NW,2,59,
Rotation 1,358,2007,19-Jul-07,GB2,SE,1,21,
Rotation 1,358,2007,19-Jul-07,GB2,SE,2,53,
Rotation 1,358,2007,19-Jul-07,GB2,SW,1,59,
Rotation 1,358,2007,19-Jul-07,GB2,SW,2,23,
Rotation 1,359,2007,19-Jul-07,GB2,NE,1,14,
Rotation 1,359,2007,19-Jul-07,GB2,NE,2,23,
Rotation 1,359,2007,19-Jul-07,GB2,NW,1,12,
Rotation 1,359,2007,19-Jul-07,GB2,NW,2,31,
Rotation 1,359,2007,19-Jul-07,GB2,SE,1,21,
Rotation 1,359,2007,19-Jul-07,GB2,SE,2,28,
Rotation 1,359,2007,19-Jul-07,GB2,SW,1,28,
Rotation 1,359,2007,19-Jul-07,GB2,SW,2,34,
Rotation 1,360,2007,20-Jul-07,GB2,NE,1,85,
Rotation 1,360,2007,20-Jul-07,GB2,NE,2,60,
Rotation 1,360,2007,20-Jul-07,GB2,NW,1,71,
Rotation 1,360,2007,20-Jul-07,GB2,NW,2,34,
Rotation 1,360,2007,20-Jul-07,GB2,SE,1,93,
Rotation 1,360,2007,20-Jul-07,GB2,SE,2,78,
Rotation 1,360,2007,20-Jul-07,GB2,SW,1,74,
Rotation 1,360,2007,20-Jul-07,GB2,SW,2,22,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,NE,1,21,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,NE,2,16,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,NW,1,69,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,NW,2,76,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,SE,1,34,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,SE,2,19,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,SW,1,25,
Rotation 1,388,2007,21-Jul-07,GB2/TLU,SW,2,10,
Rotation 1,389,2007,18-Jul-07,GB2,NE,1,16,
Rotation 1,389,2007,18-Jul-07,GB2,NE,2,41,
Rotation 1,389,2007,18-Jul-07,GB2,NW,1,32,
Rotation 1,389,2007,18-Jul-07,GB2,NW,2,29,
Rotation 1,389,2007,18-Jul-07,GB2,SE,1,51,
Rotation 1,389,2007,18-Jul-07,GB2,SE,2,26,
Rotation 1,389,2007,18-Jul-07,GB2,SW,1,24,
Rotation 1,389,2007,18-Jul-07,GB2,SW,2,31,
Rotation 1,390,2007,18-Jul-07,GB2,NE,1,18,
Rotation 1,390,2007,18-Jul-07,GB2,NE,2,94,
Rotation 1,390,2007,18-Jul-07,GB2,NW,1,44,
Rotation 1,390,2007,18-Jul-07,GB2,NW,2,36,
Rotation 1,390,2007,18-Jul-07,GB2,SE,1,41,
Rotation 1,390,2007,18-Jul-07,GB2,SE,2,56,
Rotation 1,390,2007,18-Jul-07,GB2,SW,1,61,
Rotation 1,390,2007,18-Jul-07,GB2,SW,2,31,
Rotation 1,484,2007,10-Jul-07,ILE,NE,1,96,
Rotation 1,484,2007,10-Jul-07,ILE,NE,2,96,
Rotation 1,484,2007,10-Jul-07,ILE,NW,1,94,
Rotation 1,484,2007,10-Jul-07,ILE,NW,2,96,
Rotation 1,484,2007,10-Jul-07,ILE,SE,1,96,
Rotation 1,484,2007,10-Jul-07,ILE,SE,2,96,
Rotation 1,484,2007,10-Jul-07,ILE,SW,1,96,
Rotation 1,484,2007,10-Jul-07,ILE,SW,2,96,
Rotation 1,512,2007,17-Jul-07,TLU,NE,1,36,
Rotation 1,512,2007,17-Jul-07,TLU,NE,2,10,
Rotation 1,512,2007,17-Jul-07,TLU,NW,1,27,
Rotation 1,512,2007,17-Jul-07,TLU,NW,2,18,
Rotation 1,512,2007,17-Jul-07,TLU,SE,1,30,
Rotation 1,512,2007,17-Jul-07,TLU,SE,2,8,
Rotation 1,512,2007,17-Jul-07,TLU,SW,1,34,
Rotation 1,512,2007,17-Jul-07,TLU,SW,2,21,
Rotation 1,513,2007,17-Jun-07,CT/GB2,NE,1,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,NE,2,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,NW,1,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,NW,2,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,SE,1,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,SE,2,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,SW,1,96,
Rotation 1,513,2007,17-Jun-07,CT/GB2,SW,2,96,
Rotation 1,514,2007,10-Jul-07,GB2,NE,1,47,
Rotation 1,514,2007,10-Jul-07,GB2,NE,2,51,
Rotation 1,514,2007,10-Jul-07,GB2,NW,1,61,
Rotation 1,514,2007,10-Jul-07,GB2,NW,2,42,
Rotation 1,514,2007,10-Jul-07,GB2,SE,1,37,
Rotation 1,514,2007,10-Jul-07,GB2,SE,2,44,
Rotation 1,514,2007,10-Jul-07,GB2,SW,1,33,
Rotation 1,514,2007,10-Jul-07,GB2,SW,2,41,
Rotation 1,515,2007,09-Jul-07,TNA,NE,1,58,
Rotation 1,515,2007,09-Jul-07,TNA,NE,2,74,
Rotation 1,515,2007,09-Jul-07,TNA,NW,1,52,
Rotation 1,515,2007,09-Jul-07,TNA,NW,2,71,
Rotation 1,515,2007,09-Jul-07,TNA,SE,1,92,
Rotation 1,515,2007,09-Jul-07,TNA,SE,2,92,
Rotation 1,515,2007,09-Jul-07,TNA,SW,1,34,
Rotation 1,515,2007,09-Jul-07,TNA,SW,2,96,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,NE,1,34,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,NE,2,36,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,NW,1,27,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,NW,2,29,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,SE,1,19,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,SE,2,8,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,SW,1,52,
Rotation 1,543,2007,22-Jul-07,GB2/TLU,SW,2,9,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,NE,1,87,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,NE,2,95,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,NW,1,67,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,NW,2,62,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,SE,1,90,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,SE,2,84,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,SW,1,26,
Rotation 1,544,2007,10-Jul-07,JCO/TLU,SW,2,4,
Rotation 1,545,2007,05-Jul-07,MKL,NE,1,74,
Rotation 1,545,2007,05-Jul-07,MKL,NE,2,76,
Rotation 1,545,2007,05-Jul-07,MKL,NW,1,96,
Rotation 1,545,2007,05-Jul-07,MKL,NW,2,96,
Rotation 1,545,2007,05-Jul-07,MKL,SE,1,29,
Rotation 1,545,2007,05-Jul-07,MKL,SE,2,43,
Rotation 1,545,2007,05-Jul-07,MKL,SW,1,34,
Rotation 1,545,2007,05-Jul-07,MKL,SW,2,43,
Rotation 1,574,2007,17-Jul-07,GB2,NE,1,28,
Rotation 1,574,2007,17-Jul-07,GB2,NE,2,22,
Rotation 1,574,2007,17-Jul-07,GB2,NW,1,14,
Rotation 1,574,2007,17-Jul-07,GB2,NW,2,21,
Rotation 1,574,2007,17-Jul-07,GB2,SE,1,18,
Rotation 1,574,2007,17-Jul-07,GB2,SE,2,29,
Rotation 1,574,2007,17-Jul-07,GB2,SW,1,31,
Rotation 1,574,2007,17-Jul-07,GB2,SW,2,19,
Rotation 1,575,2007,09-Jul-07,TLU,NE,1,96,
Rotation 1,575,2007,09-Jul-07,TLU,NE,2,96,
Rotation 1,575,2007,09-Jul-07,TLU,NW,1,96,
Rotation 1,575,2007,09-Jul-07,TLU,NW,2,96,
Rotation 1,575,2007,09-Jul-07,TLU,SE,1,96,
Rotation 1,575,2007,09-Jul-07,TLU,SE,2,96,
Rotation 1,575,2007,09-Jul-07,TLU,SW,1,96,
Rotation 1,575,2007,09-Jul-07,TLU,SW,2,96,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,NE,1,19,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,NE,2,3,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,NW,1,11,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,NW,2,4,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,SE,1,6,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,SE,2,9,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,SW,1,8,
Rotation 1,576,2007,09-Jul-07,CLS/GB2,SW,2,4,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,NE,1,26,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,NE,2,28,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,NW,1,7,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,NW,2,24,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,SE,1,27,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,SE,2,15,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,SW,1,29,
Rotation 1,584,2007,05-Jul-07,LTH/TNA,SW,2,24,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,NE,1,95,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,NE,2,84,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,NW,1,95,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,NW,2,55,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,SE,1,96,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,SE,2,83,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,SW,1,37,
Rotation 1,585,2007,04-Jul-07,CHE/ILE,SW,2,64,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,NE,1,16,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,NE,2,21,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,NW,1,18,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,NW,2,17,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,SE,1,17,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,SE,2,21,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,SW,1,23,
Rotation 1,586,2007,05-Jul-07,CHE/ILE,SW,2,24,
Rotation 1,599,2007,04-Jun-07,TLU,NE,1,96,
Rotation 1,599,2007,04-Jun-07,TLU,NE,2,86,
Rotation 1,599,2007,04-Jun-07,TLU,NW,1,96,
Rotation 1,599,2007,04-Jun-07,TLU,NW,2,70,
Rotation 1,599,2007,04-Jun-07,TLU,SE,1,96,
Rotation 1,599,2007,04-Jun-07,TLU,SE,2,96,
Rotation 1,599,2007,04-Jun-07,TLU,SW,1,94,
Rotation 1,599,2007,04-Jun-07,TLU,SW,2,96,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,NE,1,18,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,NE,2,13,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,NW,1,8,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,NW,2,26,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,SE,1,24,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,SE,2,39,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,SW,1,23,
Rotation 1,600,2007,07-Jul-07,JCO/TLU,SW,2,18,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,NE,1,69,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,NE,2,65,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,NW,1,84,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,NW,2,75,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,SE,1,20,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,SE,2,44,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,SW,1,20,
Rotation 1,601,2007,06-Jul-07,JCO/TLU,SW,2,41,
Rotation 1,616,2007,04-Jul-07,TNA,NE,1,33,
Rotation 1,616,2007,04-Jul-07,TNA,NE,2,29,
Rotation 1,616,2007,04-Jul-07,TNA,NW,1,29,
Rotation 1,616,2007,04-Jul-07,TNA,NW,2,36,
Rotation 1,616,2007,04-Jul-07,TNA,SE,1,41,
Rotation 1,616,2007,04-Jul-07,TNA,SE,2,21,
Rotation 1,616,2007,04-Jul-07,TNA,SW,1,31,
Rotation 1,616,2007,04-Jul-07,TNA,SW,2,88,
Rotation 1,617,2007,07-Jul-07,TNA,NE,1,23,
Rotation 1,617,2007,07-Jul-07,TNA,NE,2,28,
Rotation 1,617,2007,07-Jul-07,TNA,NW,1,7,
Rotation 1,617,2007,07-Jul-07,TNA,NW,2,26,
Rotation 1,617,2007,07-Jul-07,TNA,SE,1,96,
Rotation 1,617,2007,07-Jul-07,TNA,SE,2,91,
Rotation 1,617,2007,07-Jul-07,TNA,SW,1,43,
Rotation 1,617,2007,07-Jul-07,TNA,SW,2,25,
Rotation 1,618,2007,06-Jul-07,ILE,NE,1,17,
Rotation 1,618,2007,06-Jul-07,ILE,NE,2,19,
Rotation 1,618,2007,06-Jul-07,ILE,NW,1,17,
Rotation 1,618,2007,06-Jul-07,ILE,NW,2,70,
Rotation 1,618,2007,06-Jul-07,ILE,SE,1,13,
Rotation 1,618,2007,06-Jul-07,ILE,SE,2,21,
Rotation 1,618,2007,06-Jul-07,ILE,SW,1,13,
Rotation 1,618,2007,06-Jul-07,ILE,SW,2,17,
Rotation 1,631,2007,05-Jul-07,TLU,NE,1,73,
Rotation 1,631,2007,05-Jul-07,TLU,NE,2,95,
Rotation 1,631,2007,05-Jul-07,TLU,NW,1,72,
